OBJECTID,Date_Start,Date_Finish,Acres,FireCause,Lat,Long,DispatchCenterID,PredominantFuelGroup,State,Fire_Duration,Fire_Duration_Group,Address
12007,6/30/2021,7/14/2021,21.84,Natural,36.93791,-116.2616,NVLIC,Unknown,US-NV,,,"Nye County, Nevada, United States"
12008,6/29/2021,7/13/2021,194.69,Natural,37.0858,-116.452,NVLIC,Unknown,US-NV,,,"Nye County, Nevada, United States"
12009,6/30/2021,7/14/2021,4.54,Natural,37.02897,-116.4148,NVLIC,Unknown,US-NV,,,"Nye County, Nevada, United States"
12010,5/8/2021,6/30/2021,3,Human,47.57047697,-93.74467364,MNMNCC,Grass,US-MN,53,Group-4,"Itasca County, Minnesota, United States"
12011,6/24/2021,7/1/2021,800,Natural,43.91444,-102.4331,SDGPC,Unknown,US-SD,7,Group-1,"Pennington County, South Dakota, United States"
12012,6/27/2021,7/6/2021,0.1,Natural,47.57047697,-93.74467364,MNMNCC,Slash,US-MN,9,Group-1,"Itasca County, Minnesota, United States"
12013,6/16/2021,6/17/2021,4,Natural,45.7246,-106.6759,MTMCC,Grass-Shrub,US-MT,1,Group-1,"Rosebud County, Montana, United States"
12014,5/11/2021,5/25/2021,0.1,Human,33.27899,-110.175,AZPHC,Grass,US-AZ,,,"Graham County, Arizona, United States"
12015,6/30/2021,7/14/2021,0.1,Human,47.57047697,-93.74467364,MNMNCC,Slash,US-MN,,,"Itasca County, Minnesota, United States"
12016,6/18/2021,6/19/2021,4,Natural,45.73881,-106.902,MTMCC,Grass-Shrub,US-MT,1,Group-1,"Rosebud County, Montana, United States"
12017,6/19/2021,6/20/2021,4,Human,46.35244,-106.6707,MTMCC,Grass,US-MT,1,Group-1,"Little Porcupine Creek Road, Rosebud County, Montana, United States"
12018,6/30/2021,7/12/2021,5,Human,46.84739,-119.9288,WACWC,Unknown,US-WA,12,Group-1,"Beverly, Grant County, Washington, United States"
12019,6/30/2021,7/14/2021,4,Human,47.18894,-104.691,MTMCC,Unknown,US-MT,,,"634, MT 16, Stipek, Dawson County, Montana, 59330, United States"
12020,6/30/2021,7/12/2021,4,Human,46.84732,-119.9288,WACWC,Unknown,US-WA,12,Group-1,"Beverly, Grant County, Washington, United States"
12021,6/30/2021,7/12/2021,4,Human,46.86102,-119.9499,WACWC,Unknown,US-WA,12,Group-1,"WA 243, Wanapum Village, Grant County, Washington, United States"
12022,6/30/2021,7/19/2021,1762,Natural,34.02444,-111.595,AZPHC,Grass-Shrub,US-AZ,19,Group-2,"Davenport Trail #89, Yavapai County, Arizona, United States"
12023,6/30/2021,7/5/2021,0.1,Natural,44.257,-119.6235,ORCOC,Timber,US-OR,5,Group-1,"Grant County, Oregon, United States"
12024,6/4/2021,6/5/2021,0.46,Natural,42.03185,-112.823,IDEIC,Grass-Shrub,US-ID,1,Group-1,"Oneida County, Idaho, United States"
12025,6/30/2021,7/8/2021,13.31,Human,45.5758,-107.4254,MTBDC,Unknown,US-MT,8,Group-1,"US Highway 212, Busby, Big Horn County, Montana, 59022, United States"
12026,6/27/2021,6/30/2021,0.07,Human,46.5407855,-108.3748779,MTRBAC,Unknown,US-MT,3,Group-1,"572, North Gage Road, Musselshell County, Montana, 59072, United States"
12027,6/30/2021,7/14/2021,25.82,Natural,41.40604,-111.551,UTNUC,Unknown,US-UT,,,"Monte Cristo Road (closed winters), Cache County, Utah, United States"
12028,6/30/2021,7/14/2021,3.37,Undetermined,39.64185,-120.0021,NVSFC,Unknown,US-NV,,,"Sierra County, California, 89508, United States"
12029,6/30/2021,7/15/2021,113.42,Undetermined,34.39597,-111.9831,AZPDC,Grass-Shrub,US-AZ,15,Group-2,"Reimer, Dugas, Yavapai County, Arizona, United States"
12030,6/30/2021,7/9/2021,2.29,Natural,38.9757,-119.7002,NVSFC,Timber,US-NV,9,Group-1,"Stockyard Road, Douglas County, Nevada, United States"
12031,7/1/2021,7/6/2021,0.13,Natural,43.36317,-121.0435,ORLFC,Unknown,US-OR,5,Group-1,"Fort Rock, Lake County, Oregon, United States"
12032,7/1/2021,7/15/2021,367.6619363,Natural,44.49992,-120.1328,ORJDCC,Unknown,US-OR,,,"Wheeler County, Oregon, United States"
12033,6/30/2021,7/14/2021,2110,Natural,45.87273,-105.8911,MTMCC,Unknown,US-MT,,,"Custer County, Montana, 59301, United States"
12034,6/30/2021,7/1/2021,0.1,Human,47.57047697,-93.74467364,MNMNCC,Timber,US-MN,1,Group-1,"Itasca County, Minnesota, United States"
12035,7/1/2021,7/5/2021,115,Natural,42.09991,-114.5074,IDSCC,Unknown,US-ID,4,Group-1,"Magic Hot Springs Road, Twin Falls County, Idaho, United States"
12036,6/26/2021,7/10/2021,1,Undetermined,42.47114,-121.3993,ORLFC,Unknown,US-OR,,,"32311, Drews Road, Klamath County, Oregon, 97624, United States"
12037,6/30/2021,7/14/2021,12589.96896,Human,40.84861,-122.3358,CARICC,Unknown,US-CA,,,"Coal Creek Road, Shasta County, California, United States"
12038,6/27/2021,7/8/2021,10.26409208,Undetermined,38.52624,-108.7462,COMTC,Timber,US-CO,11,Group-1,"Mesa County, Colorado, United States"
12039,6/30/2021,7/14/2021,5481.629418,Unknown,43.67134637,-120.1347892,ORWSC,Unknown,US-OR,,,"Deschutes County, Oregon, United States"
12040,4/7/2021,4/21/2021,1000,Unknown,42.72491,-121.3003,ORLFC,Unknown,US-OR,,,"Klamath County, Oregon, United States"
12041,5/19/2021,6/14/2021,1,Human,48.80946,-116.0964,IDCDC,Timber,US-ID,26,Group-2,"National Forest Development Road 2536, Boundary County, Idaho, United States"
12042,7/1/2021,7/17/2021,935,Natural,33.54242,-111.3369,AZPHC,Unknown,US-AZ,16,Group-2,"Apache Trail, Maricopa County, Arizona, United States"
12043,6/25/2021,7/9/2021,0.1,Natural,38.46283,-119.8635,CASTCC,Timber,US-CA,,,"Weiser Creek Trail, Alpine County, California, United States"
12044,6/29/2021,7/13/2021,1,Undetermined,37.03216,-119.2494,CASICC,Unknown,US-CA,,,"10S02, Bretz Mill, Fresno County, California, 93664, United States"
12045,6/24/2021,7/8/2021,1,Undetermined,42.98992,-122.2723,ORLFC,Timber,US-OR,,,"Klamath County, Oregon, United States"
12047,7/1/2021,7/5/2021,5.91348328,Undetermined,42.94678,-105.6037,WYCPC,Grass-Shrub,US-WY,4,Group-1,"WY 93, Orpha, Converse County, Wyoming, United States"
12048,6/24/2021,6/24/2021,4,Human,47.57047697,-93.74467364,MNMNCC,Grass,US-MN,0,Group-1,"Itasca County, Minnesota, United States"
12049,6/30/2021,7/1/2021,4,Human,47.57047697,-93.74467364,MNMNCC,Grass,US-MN,1,Group-1,"Itasca County, Minnesota, United States"
12050,6/29/2021,6/29/2021,4,Human,44.03513101,-103.0360372,SDGPC,Grass,US-SD,0,Group-1,"Pennington County, South Dakota, United States"
12051,6/30/2021,7/8/2021,373.77,Natural,34.02783,-112.4864,AZPDC,Unknown,US-AZ,8,Group-1,"Castle Creek Road, Yavapai County, Arizona, United States"
12052,6/30/2021,7/18/2021,168.24,Human,47.727667,-109.914883,MTLEC,Unknown,US-MT,18,Group-2,"Chouteau County, Montana, United States"
12054,7/1/2021,7/15/2021,12.48963257,Natural,42.23747,-113.9827,IDSCC,Timber,US-ID,,,"Cassia County, Idaho, United States"
12055,6/30/2021,7/5/2021,18.46,Human,44.03513101,-103.0360372,SDGPC,Grass-Shrub,US-SD,5,Group-1,"Pennington County, South Dakota, United States"
12056,6/17/2021,6/20/2021,0.13,Natural,48.56245,-118.738,WANEC,Grass-Shrub,US-WA,3,Group-1,"Mc Mann Creek Road, Ferry County, Washington, United States"
12057,6/18/2021,7/8/2021,1.96,Natural,34.97778,-112.8841,AZPDC,Unknown,US-AZ,20,Group-2,"Pine Springs, Yavapai County, Arizona, United States"
12059,3/6/2021,3/20/2021,1136,Unknown,34.536183,-83.404833,GAGIC,Unknown,US-GA,,,"Stone Grave Ridge Road, Stephens County, Georgia, United States"
12060,7/1/2021,7/5/2021,52.40862841,Natural,43.77853,-107.7,WYCDC,Grass-Shrub,US-WY,4,Group-1,"Devils Slide Road, Washakie County, Wyoming, United States"
12061,3/7/2021,3/21/2021,809,Unknown,34.543333,-85.235833,GAGIC,Unknown,US-GA,,,"Chattooga County, Georgia, United States"
12062,7/1/2021,7/21/2021,1,Natural,42.743,-121.0044,ORLFC,Unknown,US-OR,20,Group-2,"Klamath County, Oregon, United States"
12063,3/9/2021,3/23/2021,500,Unknown,42.45073,-119.8262,ORLFC,Unknown,US-OR,,,"Lake County, Oregon, United States"
12064,6/30/2021,7/14/2021,16278.10466,Natural,34.21901,-112.197,AZPDC,Unknown,US-AZ,,,"Yavapai County, Arizona, United States"
12065,6/18/2021,6/18/2021,0.01,Human,34.03465,-118.69108,CALACC,Grass-Shrub,US-CA,0,Group-1,"Webb Way, Malibu Beach, Malibu, California, 90265-4797, United States"
12066,6/29/2021,7/19/2021,80,Natural,34.2258,-111.7237,AZPHC,Grass-Shrub,US-AZ,20,Group-2,"Yavapai County, Arizona, United States"
12067,7/1/2021,7/2/2021,0.3,Human,46.54787,-119.8316,WACWC,Unknown,US-WA,1,Group-1,"State Route 24, Benton County, Washington, United States"
12068,7/1/2021,7/15/2021,163.3657523,Natural,44.79074,-119.6212,ORJDCC,Unknown,US-OR,,,"Grant County, Oregon, United States"
12069,7/2/2021,7/2/2021,5,Human,44.03513101,-103.0360372,SDGPC,Grass,US-SD,0,Group-1,"Pennington County, South Dakota, United States"
12070,7/1/2021,7/5/2021,986.7444323,Undetermined,45.58327,-121.1234,ORCOC,Unknown,US-OR,4,Group-1,"Old Dufur Road, The Dalles, Wasco County, Oregon, 98617, United States"
12071,7/1/2021,7/15/2021,4,Natural,44.35787,-120.05,ORCOC,Unknown,US-OR,,,"Forest Road 420, Crook County, Oregon, United States"
12072,6/18/2021,7/2/2021,0.5,Undetermined,47.57047697,-93.74467364,MNMNCC,Grass-Shrub,US-MN,14,Group-1,"Itasca County, Minnesota, United States"
12073,7/1/2021,7/15/2021,13.58,Natural,32.91177,-110.3919,AZTDC,Unknown,US-AZ,,,"Graham County, Arizona, United States"
12074,7/1/2021,7/7/2021,0.15,Natural,44.95816,-119.9591,ORJDCC,Unknown,US-OR,6,Group-1,"Wheeler County, Oregon, United States"
12075,6/28/2021,6/29/2021,1.9,Human,37.03942,-112.5087,UTCDC,Unknown,US-UT,1,Group-1,"695, South Hillside Drive, Kanab, Kane County, Utah, 84741, United States"
12076,7/1/2021,7/2/2021,0.42,Natural,42.82905,-113.5207,IDSCC,Grass,US-ID,1,Group-1,"Minidoka County, Idaho, United States"
12077,7/2/2021,7/4/2021,2.51,Human,43.44234,-116.1089,IDBDC,Grass-Shrub,US-ID,2,Group-1,"Ada County, Idaho, United States"
12078,6/30/2021,7/5/2021,218,Natural,34.84195,-112.5712,AZPDC,Unknown,US-AZ,5,Group-1,"Yavapai County, Arizona, United States"
12079,7/1/2021,7/7/2021,5.25,Natural,44.45671,-120.435,ORCOC,Unknown,US-OR,6,Group-1,"Crook County, Oregon, United States"
12080,7/2/2021,7/16/2021,0.03,Human,46.5407855,-108.3748779,MTLEC,Unknown,US-MT,,,"572, North Gage Road, Musselshell County, Montana, 59072, United States"
12081,7/1/2021,7/9/2021,0.27,Natural,44.93364,-118.8658,ORBMC,Unknown,US-OR,8,Group-1,"Forest Road 10, Grant County, Oregon, United States"
12082,7/2/2021,7/5/2021,0.12,Human,60.521733,-150.804983,AKKIDC,Unknown,US-AK,3,Group-1,"37270, Mountain Ridge Road, Kenai Peninsula, Alaska, 99672, United States"
12083,7/1/2021,7/10/2021,0.02,Human,48.21205,-114.568,MTKIC,Timber,US-MT,9,Group-1,"Flathead County, Montana, United States"
12084,6/18/2021,7/2/2021,204.1609524,Undetermined,46.99968,-120.3247,WACWC,Unknown,US-WA,14,Group-1,"8850, Parke Creek Road, Kittitas County, Washington, 98926, United States"
12085,7/1/2021,7/20/2021,1135.744405,Undetermined,38.82882,-119.7357,NVSFC,Unknown,US-CA,19,Group-2,"Douglas County, Nevada, United States"
12086,7/1/2021,7/15/2021,4,Human,44.40992,-100.1079,SDGPC,Unknown,US-SD,,,"20592, 303rd Avenue, Hughes County, South Dakota, 57501, United States"
12087,7/1/2021,7/15/2021,4,Undetermined,45.87535,-108.0322,MTBDC,Unknown,US-MT,,,"Big Horn County, Montana, United States"
12088,7/2/2021,7/18/2021,13.612998,Human,42.48794,-113.4279,IDSCC,Grass-Shrub,US-ID,16,Group-2,"Cassia County, Idaho, United States"
12089,7/1/2021,7/17/2021,1,Natural,42.09984,-119.7596,ORLFC,Grass-Shrub,US-OR,16,Group-2,"Lake County, Oregon, United States"
12090,6/30/2021,7/14/2021,11.13953246,Undetermined,37.71077,-119.53458,CAYPCC,Unknown,US-CA,,,"Mariposa County, California, United States"
12091,6/16/2021,6/26/2021,0.3,Natural,37.02477,-108.2815,CODRC,Grass-Shrub,US-NM,10,Group-1,"Montezuma County, Colorado, United States"
12092,6/20/2021,6/20/2021,16.36281713,Natural,67.03996,-162.4995,AKGADC,Timber,US-AK,0,Group-1,"Northwest Arctic, Alaska, 99752, United States"
12093,7/2/2021,7/16/2021,0.052,Undetermined,41.443,-117.5119,NVCNC,Unknown,US-NV,,,"Humboldt County, Nevada, United States"
12094,7/2/2021,7/11/2021,1.2,Natural,41.134,-116.416667,NVEIC,Unknown,US-NV,9,Group-1,"Elko County, Nevada, United States"
12095,7/2/2021,7/16/2021,1.335605529,Undetermined,40.87194,-117.9402,NVCNC,Unknown,US-NV,,,"I 80;US 95, Humboldt County, Nevada, United States"
12096,7/2/2021,7/10/2021,3.527210817,Natural,38.80783,-119.7157,NVSFC,Grass-Shrub,US-NV,8,Group-1,"Douglas County, Nevada, United States"
12097,7/2/2021,7/16/2021,1182.389485,Undetermined,43.63351,-118.2605,ORBIC,Unknown,US-OR,,,"Harney County, Oregon, United States"
12098,7/2/2021,7/16/2021,1328.622825,Natural,64.9858,-143.7146,AKYTDC,Unknown,US-AK,,,"Unorganized Borough, Alaska, United States"
12099,7/2/2021,7/16/2021,1,Human,47.57047697,-93.74467364,MNMNCC,Grass,US-MN,,,"Itasca County, Minnesota, United States"
12100,6/30/2021,7/14/2021,0.741781437,Undetermined,39.9117,-120.3949,CAPNFC,Unknown,US-CA,,,"Plumas County, California, United States"
12101,7/2/2021,7/16/2021,105075.7268,Undetermined,39.83203,-120.3415,CAGVCC,Unknown,US-CA,,,"Plumas County, California, United States"
12102,7/1/2021,7/15/2021,1100.143984,Natural,44.23986,-120.2124,ORCOC,Unknown,US-OR,,,"Forest Road 4225-070, Crook County, Oregon, United States"
12103,6/29/2021,7/1/2021,11,Natural,34.05576,-111.8438,AZPHC,Grass,US-AZ,2,Group-1,"Yavapai County, Arizona, United States"
12104,7/3/2021,7/5/2021,1,Human,47.57047697,-93.74467364,MNMNCC,Grass,US-MN,2,Group-1,"Itasca County, Minnesota, United States"
12105,7/3/2021,7/17/2021,1,Undetermined,53.610917,-108.883783,MTLEC,Unknown,US-MT,,,"Mervin No. 499, Saskatchewan, Canada"
12106,7/3/2021,7/8/2021,1,Natural,43.36327,-105.4339,WYCPC,Grass,US-WY,5,Group-1,"Converse County, Wyoming, United States"
12107,7/3/2021,7/12/2021,36.74340048,Natural,39.17029,-119.6633,NVSFC,Timber,US-NV,9,Group-1,"Carson City, Nevada, 89701-4763, United States"
12108,7/2/2021,7/16/2021,170.9303542,Undetermined,39.1,-119.7229,NVSFC,Unknown,US-NV,,,"Golden Eagle Lane, Carson City, Nevada, 89702, United States"
12109,7/3/2021,7/17/2021,541.4581684,Natural,44.52034,-118.7284,ORJDCC,Unknown,US-OR,,,"Grant County, Oregon, United States"
12110,7/4/2021,7/18/2021,1,Undetermined,44.24152,-117.9791,ORVAC,Unknown,US-OR,,,"Malheur County, Oregon, United States"
12111,7/2/2021,7/8/2021,1,Natural,40.266667,-109.1,UTUBC,Unknown,US-UT,6,Group-1,"Uintah County, Utah, United States"
12112,7/2/2021,7/16/2021,5,Undetermined,45.70177,-104.7103,MTMCC,Timber,US-MT,,,"Chalk Buttes Road, Carter County, Montana, United States"
12113,7/4/2021,7/18/2021,4,Undetermined,47.57047697,-93.74467364,MNMNCC,Grass,US-MN,,,"Itasca County, Minnesota, United States"
12114,7/2/2021,7/3/2021,1,Natural,44.26532,-120.2737,ORCOC,Timber,US-OR,1,Group-1,"Forest Road 4215-200, Crook County, Oregon, United States"
12115,7/4/2021,7/5/2021,0.1,Human,47.57047697,-93.74467364,MNMNCC,Timber,US-MN,1,Group-1,"Itasca County, Minnesota, United States"
12116,6/9/2021,6/23/2021,181.7,Natural,63.844333,-143.231667,AKNFDC,Timber,US-AK,,,"Unorganized Borough, Alaska, United States"
12117,7/2/2021,7/16/2021,49.03658641,Natural,41.774567,-119.60965,CASIFC,Grass-Shrub,US-NV,,,"Washoe County, Nevada, United States"
12118,7/1/2021,7/15/2021,0.1,Undetermined,41.951,-119.744833,CASIFC,Grass-Shrub,US-NV,,,"County Route 34, Washoe County, Nevada, United States"
12119,7/1/2021,7/4/2021,4,Natural,43.3278,-121.2224,ORLFC,Timber,US-OR,3,Group-1,"National Forest Development Road 2629, Lake County, Oregon, United States"
12120,7/3/2021,7/9/2021,1,Undetermined,44.64878,-105.2124,WYCPC,Timber,US-WY,6,Group-1,"456, York Road, Campbell County, Wyoming, 82731, United States"
12121,7/4/2021,7/5/2021,1.85860892,Natural,43.57595,-105.8601,WYCPC,Grass-Shrub,US-WY,1,Group-1,"WY 387, Reno Junction, Wright, Campbell County, Wyoming, 82732, United States"
12122,7/5/2021,7/10/2021,1.12677777,Natural,43.72633,-105.3626,WYCPC,Grass-Shrub,US-WY,5,Group-1,"718, Hilight Road, Campbell County, Wyoming, 82718, United States"
12123,7/2/2021,7/16/2021,8.076834191,Natural,48.99913,-116.3409,IDCDC,Unknown,US-ID,,,"Harvey Mountain Road, Boundary County, Idaho, United States"
12124,7/5/2021,7/5/2021,10.84223876,Undetermined,43.82991,-105.1841,WYCPC,Grass-Shrub,US-WY,0,Group-1,"Campbell County, Wyoming, United States"
12125,7/5/2021,7/5/2021,4.47518971,Natural,43.79525,-105.2013,WYCPC,Grass-Shrub,US-WY,0,Group-1,"Campbell County, Wyoming, United States"
12126,7/5/2021,7/15/2021,3,Undetermined,47.61956,-119.288,WANEC,Unknown,US-WA,10,Group-1,"Coulee City, Grant County, Washington, 99115, United States"
12127,7/4/2021,7/18/2021,14100,Undetermined,47.39861,-120.1434,WACWC,Unknown,US-WA,,,"Batterman Road, Douglas County, Washington, United States"
12128,7/4/2021,7/18/2021,856.9464025,Undetermined,34.80208,-118.8767,CALACC,Grass-Shrub,US-CA,,,"Ralphs Ranch Road, California, 92343, United States"
12129,7/3/2021,7/17/2021,4,Natural,45.37687,-106.5906,MTMCC,Timber,US-MT,,,"Rosebud County, Montana, United States"
12130,7/1/2021,7/15/2021,4,Human,45.67294,-105.6738,MTMCC,Unknown,US-MT,,,"Camp Creek Road, Powder River County, Montana, United States"
12131,7/4/2021,7/18/2021,2.937884026,Undetermined,46.5674,-116.4185,IDGVC,Unknown,US-ID,,,"1067, Freeman Creek Road, Clearwater County, Idaho, 83537, United States"
12132,7/5/2021,7/12/2021,6.36314153,Natural,66.72008,-146.1239,AKYTDC,Timber,US-AK,7,Group-1,"Unorganized Borough, Alaska, United States"
12133,7/2/2021,7/8/2021,4,Human,47.57047697,-93.74467364,MNMNCC,Brush,US-MN,6,Group-1,"Itasca County, Minnesota, United States"
12134,7/1/2021,7/15/2021,27.064,Natural,46.38966,-116.5868,IDGVC,Grass-Shrub,US-ID,,,"Nez Perce County, Idaho, United States"
12135,7/5/2021,7/13/2021,4,Human,47.57047697,-93.74467364,MNMNCC,Grass,US-MN,8,Group-1,"Itasca County, Minnesota, United States"
12136,7/5/2021,7/5/2021,3,Human,46.08251,-118.9037,WACWC,Unknown,US-WA,0,Group-1,"1st Street, Wallula, Walla Walla County, Washington, United States"
12137,7/4/2021,7/4/2021,0.1,Human,47.57047697,-93.74467364,MNMNCC,Timber,US-MN,0,Group-1,"Itasca County, Minnesota, United States"
12138,7/4/2021,7/4/2021,0.1,Human,47.57047697,-93.74467364,MNMNCC,Grass,US-MN,0,Group-1,"Itasca County, Minnesota, United States"
12139,7/5/2021,7/6/2021,0.5,Human,47.57047697,-93.74467364,MNMNCC,Grass,US-MN,1,Group-1,"Itasca County, Minnesota, United States"
12140,7/5/2021,7/19/2021,0.073199029,Natural,40.72813,-111.772,UTNUC,Unknown,US-UT,,,"I 80, Salt Lake County, Utah, 84109, United States"
12141,6/29/2021,7/13/2021,0.3,Undetermined,36.20988,-118.196,CAOVCC,Timber,US-CA,,,"Tulare County, California, United States"
12142,7/3/2021,7/17/2021,734.4142255,Undetermined,39.87512,-120.36775,CAPNFC,Unknown,US-CA,,,"Plumas County, California, United States"
12143,7/5/2021,7/7/2021,0.2,Human,41.18795,-122.3418,CARICC,Unknown,US-CA,2,Group-1,"Siskiyou County, California, United States"
12144,7/3/2021,7/17/2021,4,Natural,45.20239,-105.6325,MTMCC,Unknown,US-MT,,,"Powder River County, Montana, United States"
12145,7/5/2021,7/5/2021,0.1,Natural,44.09008,-104.5519,WYCPC,Grass-Shrub,US-WY,0,Group-1,"Community Pasture Road, Upton, Weston County, Wyoming, United States"
12147,6/26/2021,7/10/2021,13791.53972,Natural,63.851,-153.077,AKYTDC,Unknown,US-AK,,,"Unorganized Borough, Alaska, United States"
12148,7/3/2021,7/8/2021,36.56583947,Natural,65.53743,-144.7686,AKYTDC,Timber,US-AK,5,Group-1,"Circle Hot Springs Road, Central, Unorganized Borough, Alaska, United States"
12149,7/3/2021,7/17/2021,0.862025277,Natural,46.45433,-115.9565,IDGVC,Unknown,US-ID,,,"Olson Road, Clearwater County, Idaho, United States"
12150,7/4/2021,7/4/2021,0.1,Human,33.86889,-116.88165,CARRCC,Grass-Shrub,US-CA,0,Group-1,"Old Idyllwild Road, Riverside County, California, 92220, United States"
12151,7/5/2021,7/19/2021,230,Undetermined,47.53599,-117.552,WANEC,Unknown,US-WA,,,"12310, South Andrus Road, Spokane County, Washington, 99004, United States"
12152,7/4/2021,7/7/2021,9.631921336,Human,37.04853,-113.5559,UTCDC,Unknown,US-UT,3,Group-1,"3549, River Road, Hidden Valley, St. George, Washington County, Utah, 84790, United States"
12153,7/5/2021,7/11/2021,2.34427215,Human,42.29972,-105.1339,WYCPC,Grass,US-WY,6,Group-1,"Platte County, Wyoming, United States"
12154,7/4/2021,7/10/2021,134.2741871,Natural,44.14185,-104.8897,WYCPC,Grass,US-WY,6,Group-1,"Watt Road, Weston County, Wyoming, United States"
12155,7/5/2021,7/8/2021,4.6,Human,37.20104,-113.2689,UTCDC,Unknown,US-UT,3,Group-1,"24, East Center Street, Virgin Territory Trailer Park, La Verkin, Washington County, Utah, 84745, United States"
12156,3/29/2021,4/12/2021,1,Unknown,36.48299,-94.05409,ARAOC,Unknown,US-AR,,,"17245, Wendell Jones Road, Garfield, Benton County, Arkansas, 72732, United States"
12157,7/3/2021,7/6/2021,1,Human,47.57047697,-93.74467364,MNMNCC,Grass,US-MN,3,Group-1,"Itasca County, Minnesota, United States"
12158,7/3/2021,7/17/2021,1.406575108,Natural,45.67451,-113.8876,MTDDC,Timber,US-MT,,,"MT 43, Beaverhead County, Montana, United States"
12159,7/5/2021,7/6/2021,0.1,Undetermined,47.57047697,-93.74467364,MNMNCC,Grass-Shrub,US-MN,1,Group-1,"Itasca County, Minnesota, United States"
