OBJECTID,Date_Start,Date_Finish,Acres,FireCause,Lat,Long,DispatchCenterID,PredominantFuelGroup,State,Fire_Duration,Fire_Duration_Group,Address,URLAddress,tempmax,tempmin,temp,humidity,precip,windspeed,pressure,visibility,solarradiation,conditions
,7/6/2020,,,,37.487151,-90.857524,,,US-MO,,,63654,63654,90.5,68.3,79.5,78.47,0,7.3,1015.8,9.9,386.7,Clear
,6/11/2020,,,,31.81853,-93.71073,,,US-LA,,,71419,71419,87,59.4,73.8,64.98,0,9.6,1021.9,9.7,402.9,Clear
,4/10/2020,,,,42.857791,-112.426322,,,US-ID,,,83209,83209,45,34.1,39.8,67.04,0,13.5,1012.2,9.9,433.3,Clear
,4/17/2020,,,,37.273437,-79.954687,,,US-VA,,,24016,24016,70,35.9,54.8,43.4,0,19.6,1020.6,9.9,474.9,Clear
,4/7/2020,,,,27.079862,-82.132601,,,US-FL,,,34289,34289,85.1,63.4,74,79.49,0,13.7,1017.9,9.1,338.2,Clear
,5/9/2020,,,,43.690204,-123.328474,,,US-OR,,,97435,97435,79.9,52.1,65.3,60.65,0,8.3,1012.6,9.9,437.8,Partially cloudy
,3/27/2020,,,,43.46556,-93.687784,,,US-IA,,,50473,50473,52.2,35.8,44.3,89.51,0.02,10.6,1010.3,8.5,188.8,"Rain, Partially cloudy"
,5/4/2020,,,,41.025977,-74.061061,,,US-NJ,,,7677,7677,66.3,43.8,56,54.05,0,9.9,1018.1,24.5,,Clear
,5/16/2020,,,,43.114542,-77.554976,,,US-NY,,,14618,14618,60.3,48,53.9,74.71,0,12.4,1021.2,9.7,353.1,Partially cloudy
,7/5/2020,,,,42.829942,-96.527233,,,US-IA,,,51001,51001,92,65.9,81.1,72.06,0,11.7,1014.6,9,394.4,Clear
,5/22/2020,,,,39.388421,-76.48355,,,US-MD,,,21236,21236,70.2,58.6,63.7,91.76,0.45,9.3,1018.9,5.6,95.4,"Rain, Partially cloudy"
,5/24/2020,,,,30.790547,-81.559737,,,US-GA,,,31547,31547,82.3,70,76.7,94.07,0,7.9,,9.6,360.5,Clear
,3/21/2020,,,,36.24949,-85.161655,,,US-TN,,,38554,38554,53.9,35.8,43.1,87.25,0.08,9.7,1027.1,8.1,149.2,"Rain, Partially cloudy"
,7/19/2020,,,,41.236842,-94.885233,,,US-IA,,,50843,50843,86,73.3,79.5,74.82,0,13.7,,9.9,424.9,Partially cloudy
,7/1/2020,,,,43.317703,-88.466213,,,US-WI,,,53078,53078,83.9,65.2,74.7,69.28,0,10.7,,9.2,286.1,Clear
,7/2/2020,,,,39.692383,-82.316294,,,US-OH,,,43748,43748,88.7,62.7,76.3,68.43,0,6.3,1015.1,9.8,422.2,Clear
,4/29/2020,,,,44.849651,-83.65314,,,US-MI,,,49747,49747,45.5,41.3,43.7,94,1.92,21.8,1005.9,5.7,29.3,"Rain, Partially cloudy"
,4/29/2020,,,,33.895747,-82.697208,,,US-GA,,,30668,30668,78.4,58.3,66.9,77.33,1.35,17.4,1013.7,8.8,296.8,"Rain, Partially cloudy"
,3/26/2020,,,,42.226444,-85.775499,,,US-MI,,,49071,49071,57.7,47.7,51.1,74.94,0.12,11,1010.2,9.1,168.6,"Rain, Partially cloudy"
,3/24/2020,,,,40.125862,-97.867653,,,US-NE,,,68974,68974,57.7,43.5,48.9,87.46,0,11.4,1012.1,7.5,,Partially cloudy
,5/12/2020,,,,41.759502,-76.804051,,,US-PA,,,16947,16947,53,33.6,44,53.87,0.01,19,1018.9,9.9,275.9,"Rain, Partially cloudy"
,5/4/2020,,,,38.553369,-82.737832,,,US-KY,,,41183,41183,72,46.1,59.3,73.88,0.01,8.1,1015.4,7.8,442.5,Rain
,6/5/2020,,,,30.471289,-96.438138,,,US-TX,,,77878,77878,91.3,74.5,83,73.41,0,9.7,1012.8,9.8,274.9,Partially cloudy
,7/5/2020,,,,36.645356,-80.700836,,,US-VA,,,24328,24328,82.9,65.8,73.9,83.66,0,6.4,,9.4,329.5,Clear
,4/1/2020,,,,41.697366,-75.787183,,,US-PA,,,18824,18824,49,35.8,41.6,61.68,0,16.5,1010.1,9.9,242,Partially cloudy
,7/8/2020,,,,33.342874,-84.288959,,,US-GA,,,30284,30284,84.3,73,78.4,81.58,0.06,7.3,1014,9.2,82.5,"Rain, Partially cloudy"
,5/30/2020,,,,33.869694,-84.4173,,,US-GA,,,30327,30327,84.5,65.2,75.2,67.38,0,12.5,1016.2,9.4,384,Clear
,6/13/2020,,,,33.041942,-97.597083,,,US-TX,,,76023,76023,91.7,68.4,80.5,45.94,0,10.6,1018.2,9.7,537.9,Clear
,3/12/2020,,,,41.335665,-111.847402,,,US-UT,,,84310,84310,53.4,39.2,46.4,42.38,0,9.1,1014.1,9.9,404.7,Clear
,5/9/2020,,,,38.044054,-104.71441,,,US-CO,,,81004,81004,69.3,37.7,55.2,33.65,0,33.4,1019.3,9.9,556.7,Partially cloudy
,6/10/2020,,,,45.516635,-102.85802,,,US-SD,,,57649,57649,69.4,35.7,55.6,57.43,0,16.6,1016,,446.9,Clear
,4/8/2020,,,,35.884168,-87.505355,,,US-TN,,,37137,37137,80.1,64.8,70.6,84,0.44,10,1008.3,8.3,237.1,"Rain, Partially cloudy"
,6/14/2020,,,,41.179772,-92.97361,,,US-IA,,,50116,50116,79.8,57,69.2,59.56,0.01,16.8,,9.9,289.7,Rain
,4/17/2020,,,,39.342544,-120.770868,,,US-CA,,,95986,95986,55.1,42.2,48.9,51.91,0,9.6,1011.4,9.9,426.7,Partially cloudy
,5/5/2020,,,,40.631309,-75.864614,,,US-PA,,,19529,19529,60.4,44.8,52.2,41.67,0,12.1,1013.6,9.9,392,Clear
,7/12/2020,,,,40.263494,-94.668692,,,US-MO,,,64432,64432,86.1,62,75.4,41.64,0,10.6,1013.7,9.8,540.5,Clear
,3/19/2020,,,,39.419207,-91.70113,,,US-MO,,,63462,63462,68.4,47.9,57.6,90.96,0.3,23,1010.2,6.4,119.8,"Rain, Partially cloudy"
,4/16/2020,,,,36.371267,-77.43999,,,US-NC,,,27845,27845,61.7,31.9,46.4,68.81,0,12.6,,9.9,538.4,Clear
,6/11/2020,,,,39.678464,-75.752273,,,US-DE,,,19717,19717,79.9,70.3,76,82.03,1.03,17.5,1015.7,9.5,147.3,"Rain, Partially cloudy"
,7/12/2020,,,,40.954177,-83.380698,,,US-OH,,,43316,43316,82.3,66.3,73.3,73.37,0.14,12.1,1008.9,9.1,323.1,Rain
,7/9/2020,,,,42.079943,-74.524093,,,US-NY,,,12406,12406,86.8,66.3,75.6,81.78,0,8.3,1015.8,6.4,480.7,Partially cloudy
,7/12/2020,,,,48.306961,-98.366569,,,US-ND,,,58345,58345,82.4,61.5,72.6,73.11,0,13,989.2,9.5,418.2,Clear
,3/13/2020,,,,35.489638,-78.332894,,,US-NC,,,27577,27577,75.2,62.9,67.9,81.94,0.01,10.4,,9.9,194.2,"Rain, Partially cloudy"
,5/19/2020,,,,42.816517,-89.65017,,,US-WI,,,53574,53574,58.1,50,53.9,91.76,0,17.5,1016.7,8.6,84.1,Overcast
,5/14/2020,,,,40.567605,-86.349666,,,US-IN,,,46998,46998,72.8,53.7,62.5,89.09,0.36,21.5,1016,9.7,212.1,"Rain, Partially cloudy"
,6/20/2020,,,,40.980378,-89.234952,,,US-IL,,,61541,61541,86.2,66.6,74.1,76.84,0.2,11.6,1013.4,9.8,243.2,"Rain, Partially cloudy"
,7/2/2020,,,,40.404484,-79.837706,,,US-PA,,,15112,15112,88,65.2,77.5,58.69,0,8.2,1014.7,9.8,240.4,Clear
,3/27/2020,,,,36.413616,-94.465023,,,US-AR,,,72736,72736,76,68.7,71.8,72.75,0,17.2,1004.8,9.9,167.4,Partially cloudy
,5/17/2020,,,,43.723614,-90.573224,,,US-WI,,,54651,54651,58,49.3,51.7,92.99,1.11,19.6,1012.2,7.6,33.3,"Rain, Overcast"
,6/25/2020,,,,41.522059,-75.217172,,,US-PA,,,18473,18473,78.2,54.2,66.5,66.38,0.05,10.2,1014.8,9.6,438.3,"Rain, Partially cloudy"
,4/28/2020,,,,39.733819,-104.91657,,,US-CO,,,80220,80220,71.6,46.8,59.4,38.86,0,21,1013.8,9.9,500.8,Partially cloudy
,5/27/2020,,,,39.954454,-86.920264,,,US-IN,,,47965,47965,80.8,67.4,73.9,77.49,0.06,11.8,1013.9,9.7,334.1,"Rain, Partially cloudy"
,7/18/2020,,,,37.044712,-113.206012,,,US-UT,,,84737,84737,100.4,65,84.4,18.23,0,11.4,1010.7,9.9,528.1,Clear
,6/20/2020,,,,40.899396,-80.061581,,,US-PA,,,16052,16052,83.4,56.3,70.2,75.24,0,5.6,1017.9,7.3,398.9,Partially cloudy
,4/22/2020,,,,31.195905,-97.265253,,,US-TX,,,76579,76579,81.1,66.5,72.6,89.31,0.02,18,1006.2,8,160.3,"Rain, Partially cloudy"
,5/3/2020,,,,40.808239,-98.597294,,,US-NE,,,68883,68883,76.9,52.1,64.6,46.14,0,11.4,1016,9.9,,Partially cloudy
,6/30/2020,,,,40.725986,-74.412612,,,US-NJ,,,7928,7928,89.4,62.9,77.4,62.42,0,15.5,1008.5,7.4,,Clear
,7/16/2020,,,,32.68982,-102.724661,,,US-TX,,,79360,79360,99.8,74.5,87,33.25,0,17.1,,9.9,517.1,Clear
,6/1/2020,,,,42.457419,-96.624457,,,US-NE,,,68743,68743,96.2,67.9,81.2,51.72,0,25.1,1010.7,9.9,439.2,Clear
,3/31/2020,,,,41.775539,-111.806655,,,US-UT,,,84341,84341,63,46.1,53,49.9,0.05,20.8,1011.6,9.7,121.7,"Rain, Partially cloudy"
,6/3/2020,,,,40.258928,-75.615861,,,US-PA,,,19464,19464,83.7,58.1,69.6,76.25,0.31,10.3,1006.2,9,211.8,Rain
,4/7/2020,,,,29.933532,-89.92195,,,US-LA,,,70075,70075,83.2,69.7,75.9,86.3,0,16.9,1016.3,9.5,142.9,Partially cloudy
,7/4/2020,,,,45.62895,-94.753489,,,US-MN,,,56356,56356,87.2,63.2,76.3,76.88,0,8.6,1017.7,9.1,222.8,Partially cloudy
,6/22/2020,,,,40.895701,-77.392432,,,US-PA,,,16820,16820,86.5,63.4,73.8,76.23,0.01,7.8,1013.1,9.4,398.9,Rain
,6/4/2020,,,,41.373553,-104.84281,,,US-WY,,,82009,82009,84.9,54.9,71.1,27.74,0,22.6,1008.3,9.9,382.8,Partially cloudy
,6/17/2020,,,,39.3912,-85.245798,,,US-IN,,,47036,47036,82.3,55.4,69.1,69.68,0,11.3,1020.7,9.9,465.8,Partially cloudy
,7/3/2020,,,,41.363038,-93.792843,,,US-IA,,,50033,50033,87.7,71.1,79.4,68.5,0,12.3,1016.3,9.6,281.6,Partially cloudy
,5/29/2020,,,,39.827428,-85.175101,,,US-IN,,,47327,47327,74.7,65.2,69.4,74.61,0.52,13.1,1013.1,9.8,253.4,"Rain, Partially cloudy"
,4/28/2020,,,,29.353553,-98.238308,,,US-TX,,,78101,78101,89.6,67.2,78.5,75.39,0.08,13.8,1010.4,9.5,276.1,"Rain, Partially cloudy"
,5/12/2020,,,,42.221835,-84.396625,,,US-MI,,,49203,49203,57,30,44.1,48.07,0,17.1,1022.1,9.9,385,Clear
,3/20/2020,,,,48.957548,-118.29752,,,US-WA,,,99146,99146,58.7,29.4,41.2,54.05,0,7.3,1023.2,192.3,361.2,Clear
,4/29/2020,,,,41.499022,-96.337716,,,US-NE,,,68002,68002,68.4,50.3,58.4,59.13,0,31,,9.9,407.7,Partially cloudy
,3/21/2020,,,,41.417762,-74.765897,,,US-PA,,,18340,18340,54.3,33.4,41.6,47.21,0,14.9,1025,9.9,308.2,Partially cloudy
,5/19/2020,,,,38.744062,-87.639699,,,US-IL,,,62439,62439,66.2,57.8,60.8,91.33,0.34,9.2,,7.4,202.5,"Rain, Partially cloudy"
,5/8/2020,,,,33.912317,-78.102548,,,US-NC,,,28465,28465,70.7,48.2,61.8,59.81,0,20.8,1015.1,9.9,327.5,Partially cloudy
,6/23/2020,,,,36.758474,-94.054314,,,US-MO,,,64874,64874,80.5,65.1,72.8,73.19,0,12.9,1013.1,9.8,321.3,Clear
,4/5/2020,,,,41.82367,-112.116013,,,US-UT,,,84311,84311,59.1,42.3,49.7,58.75,0.05,12,1003.4,9.9,327.2,"Rain, Partially cloudy"
,7/5/2020,,,,40.097792,-104.929279,,,US-CO,,,80530,80530,89.4,57.2,74,47.19,0,10.7,1012.9,8.5,431.7,Clear
,5/18/2020,,,,35.251217,-92.905571,,,US-AR,,,72823,72823,78.1,52.9,66.2,67.28,0,15.3,1010.7,9.8,522.5,Clear
,6/9/2020,,,,40.539026,-90.023221,,,US-IL,,,61520,61520,78.3,73.5,75.6,73.8,0.33,25.1,1000.1,8.7,115.3,"Rain, Partially cloudy"
,5/3/2020,,,,39.393886,-94.5609,,,US-MO,,,64089,64089,73.3,58.7,65.5,51.81,0.1,16.1,1014.8,9.9,260.5,"Rain, Partially cloudy"
,7/16/2020,,,,42.221694,-83.732265,,,US-MI,,,48108,48108,78.2,64.3,72.9,85.83,0.79,9.2,1014.6,5.9,131.7,"Rain, Partially cloudy"
,6/13/2020,,,,37.226678,-88.416634,,,US-KY,,,42081,42081,87,68.5,76.6,60.98,0.03,8.5,1019.5,9.9,388.3,"Rain, Partially cloudy"
,4/6/2020,,,,32.591547,-92.889253,,,US-LA,,,71001,71001,75.6,60.4,67.4,81.91,0.22,5.1,,9.3,209.5,"Rain, Partially cloudy"
,4/1/2020,,,,42.535682,-123.338285,,,US-OR,,,97526,97526,38.1,28.3,31.7,86.33,0.04,5.4,1019.6,7.8,299.7,"Snow, Partially cloudy"
,5/16/2020,,,,29.736295,-95.523292,,,US-TX,,,77063,77063,81,66.5,73.1,81.56,0.7,16.2,1007.1,9.5,289.6,"Rain, Partially cloudy"
,5/17/2020,,,,35.675844,-84.179246,,,US-TN,,,37742,37742,86.6,60,74.5,58.68,0,9.3,1013.3,9.9,333.1,Partially cloudy
,5/5/2020,,,,38.849797,-104.717043,,,US-CO,,,80915,80915,65.8,34.7,52,48.37,0,13.8,1021.9,9.9,445.9,Partially cloudy
,5/7/2020,,,,37.844032,-76.833646,,,US-VA,,,22454,22454,67.4,44.3,56.1,50.01,0.02,12.2,1012.4,9.9,449.6,"Rain, Partially cloudy"
,5/10/2020,,,,37.504514,-122.032916,,,US-CA,,,94560,94560,70.9,55.4,61,64.41,0,16.2,1013.8,9.9,297.5,Partially cloudy
,4/21/2020,,,,31.745736,-84.621515,,,US-MS,,,39886,39886,81.5,52.3,67.4,63.93,0,14.9,1014,9.9,512.8,Clear
,5/10/2020,,,,31.799171,-102.632933,,,US-TX,,,79759,79759,78.8,58.6,69.1,49.57,0,20,1017.2,9.9,259.5,Clear
,6/20/2020,,,,34.065975,-118.238642,,,US-CA,,,90012,90012,72.1,63.7,66.1,71.79,0,7.2,1015.1,9.9,331.9,Partially cloudy
,3/16/2020,,,,42.736497,-93.747437,,,US-IA,,,50525,50525,41,32,35.5,96.31,0.01,13.9,,7.5,125.8,"Rain, Overcast"
,4/5/2020,,,,36.398802,-82.629857,,,US-TN,,,37656,37656,75,47.6,61.1,53.85,0,9.1,1015.1,9.9,311.6,Partially cloudy
,6/30/2020,,,,43.332745,-74.006336,,,US-NY,,,12835,12835,77.5,63.3,69,80.46,0.25,11.7,1012.8,9.5,274.9,"Rain, Partially cloudy"
,6/26/2020,,,,38.668454,-94.232284,,,US-MO,,,64743,64743,91.7,71.5,81.9,60.85,0,12.3,1013,9.6,405.4,Clear
,6/18/2020,,,,48.537137,-98.624443,,,US-ND,,,58338,58338,65.7,54.3,61.2,77.2,0,21.3,988.5,28.1,329.4,Partially cloudy
,3/22/2020,,,,41.724673,-89.698867,,,US-IL,,,61071,61071,35.1,25.1,29.7,87.52,0.01,15,1015.5,7,160.5,"Snow, Partially cloudy"
,3/18/2020,,,,37.006472,-88.39196,,,US-KY,,,42029,42029,65,48.2,56.5,89.46,0.48,11.4,1018.7,7.9,49.2,"Rain, Partially cloudy"
,5/15/2020,,,,38.950961,-81.511175,,,US-WV,,,25252,25252,79.3,59.5,69.5,65.35,0.03,14,1015.7,9.9,312,"Rain, Partially cloudy"
,4/14/2020,,,,38.669527,-81.0895,,,US-WV,,,25235,25235,45.6,33.1,40.2,70.57,0.11,10.8,1021.6,9,189.4,"Rain, Partially cloudy"
,5/21/2020,,,,35.67485,-97.75351,,,US-OK,,,73078,73078,78.9,68.5,72.2,74.11,0,15.3,1008.6,9.8,229,Partially cloudy
,3/28/2020,,,,47.124514,-68.324032,,,US-ME,,,4779,4779,65.6,56.9,61,70.55,0.08,22.4,1012.1,6.2,343.8,"Rain, Partially cloudy"
,6/20/2020,,,,42.028806,-102.421861,,,US-NE,,,69351,69351,79.1,49.3,64.4,63.13,0.08,12,1011.8,9.7,496.6,"Rain, Partially cloudy"
,5/2/2020,,,,41.7531,-74.987694,,,US-NY,,,12723,12723,71.1,45,59.6,48.56,0,16.1,1013.1,9.9,464.4,Partially cloudy
,6/6/2020,,,,39.542974,-82.577874,,,US-OH,,,43149,43149,87.1,66.6,77.5,65.56,0,12.1,1013.4,9.2,446.9,Clear
,6/3/2020,,,,36.08926,-80.22496,,,US-NC,,,27110,27110,89.5,68.4,79.1,65.43,0,12.8,1013.2,9.9,426.1,Clear
,3/27/2020,,,,42.347472,-71.039271,,,US-MA,,,2210,2210,53,33.8,42.5,71.55,0.8,13.5,1017.1,7.8,,"Rain, Partially cloudy"
,7/7/2020,,,,34.51463,-99.114772,,,US-OK,,,73570,73570,89.9,71,79.7,75.48,0,12.8,1012.5,8.7,364.2,Partially cloudy
,4/18/2020,,,,28.974319,-81.716779,,,US-FL,,,32784,32784,82.9,72.1,75.9,81.84,0.16,11.7,1016.5,8.8,196.2,"Rain, Partially cloudy"
,7/16/2020,,,,33.192632,-97.129266,,,US-TX,,,76205,76205,98.8,80.2,89.3,52.27,0,11.5,1014.2,9.9,397.7,Clear
,4/21/2020,,,,59.290256,-156.652476,,,US-AK,,,99625,99625,45.2,36.5,40.2,90.2,0.14,6.9,1005.4,9.5,,"Rain, Overcast"
,4/24/2020,,,,37.240187,-113.700847,,,US-UT,,,84783,84783,77.4,55.6,66.2,29.97,0,11.9,1015.7,9.9,555.3,Clear
,6/15/2020,,,,41.673136,-83.611414,,,US-OH,,,43606,43606,73,54.7,64.8,63.36,0,15.6,1027.8,9.9,444.9,Clear
,5/30/2020,,,,39.950112,-79.83257,,,US-PA,,,15468,15468,71.2,54.6,63.3,72.08,0.01,10.6,1017.7,8.9,286.9,"Rain, Partially cloudy"
,6/2/2020,,,,39.040436,-95.680471,,,US-KS,,,66612,66612,89.5,69.2,79,62.43,0,17,1013.8,9.9,482.8,Clear
,7/15/2020,,,,47.405479,-122.195772,,,US-WA,,,98031,98031,82.1,58.1,70.7,51.28,0,10.7,1020,9.7,438.8,Clear
,5/18/2020,,,,41.545839,-111.834777,,,US-UT,,,84328,84328,84.5,68.4,76.3,17.87,0,21.8,1001.6,9.9,256,Clear
,4/28/2020,,,,37.721052,-122.413573,,,US-CA,,,94134,94134,70.7,54,60.8,75.98,0,23.4,1018.2,9.4,511.2,Partially cloudy
,3/30/2020,,,,33.682081,-97.382855,,,US-TX,,,76252,76252,63.6,51.7,57.4,75.39,0.63,24.5,,8.7,92.8,"Rain, Overcast"
,4/5/2020,,,,41.148544,-85.475768,,,US-IN,,,46725,46725,56.4,38.7,46,71.96,0,8,1020.6,9.5,365.9,Partially cloudy
,3/29/2020,,,,47.430979,-109.780185,,,US-MT,,,59430,59430,57.1,28.6,42.5,48.02,0,20.2,1012.1,9.9,449,Partially cloudy
,6/25/2020,,,,40.526032,-79.932225,,,US-PA,,,15116,15116,79.5,57,67.1,69.59,0.04,15.9,1015.2,9.8,388.2,"Rain, Partially cloudy"
,7/2/2020,,,,38.495202,-85.326025,,,US-KY,,,40055,40055,91.4,72.2,81.4,66.72,0,9.8,1013.9,9.7,318.9,Partially cloudy
,4/22/2020,,,,32.562049,-97.631487,,,US-TX,,,76035,76035,90,67.5,75.3,63.83,0.02,20.2,1004.2,8.7,341.5,"Rain, Partially cloudy"
,6/29/2020,,,,43.976735,-92.139638,,,US-MN,,,55929,55929,81.2,66.3,73.9,84.86,0.87,16.4,1008.4,9.4,200.9,"Rain, Partially cloudy"
,3/18/2020,,,,41.790146,-88.203829,,,US-IL,,,60563,60563,43.6,36.9,40.7,76.84,0.34,9.7,1020.5,6.6,52.6,"Rain, Partially cloudy"
,5/1/2020,,,,40.890741,-97.43514,,,US-NE,,,68460,68460,88.5,58.7,71.8,45.7,0,14.6,1008,9.9,471.9,Clear
,5/21/2020,,,,37.623801,-91.96361,,,US-MO,,,65436,65436,68.1,58.3,62.3,86.38,0,7.7,1014.8,8.6,161.2,Partially cloudy
,4/11/2020,,,,34.036195,-93.322745,,,US-AR,,,71962,71962,68.9,41.5,53.8,71.29,0.48,9.8,1014.4,9.6,230.1,"Rain, Partially cloudy"
,4/21/2020,,,,32.250339,-94.936535,,,US-TX,,,75682,75682,81.9,56.8,69,75.76,0,9.1,1014.1,9.2,458.5,Partially cloudy
,3/26/2020,,,,37.077698,-82.627403,,,US-VA,,,24279,24279,69.9,40.9,56.4,57.44,0,19.6,1013.5,9.9,432,Clear
,7/15/2020,,,,32.302029,-95.600894,,,US-TX,,,75756,75756,90.9,78.7,84.5,69.78,0,14.9,1013.5,9.9,436.7,Clear
,5/7/2020,,,,26.515834,-81.979469,,,US-FL,,,33908,33908,84,68.7,76.5,51.44,0,13.4,1016.4,9.9,560.2,Clear
,5/31/2020,,,,42.862521,-73.554112,,,US-NY,,,12185,12185,58.4,44.2,53.4,58.29,0.01,14.8,1018,9.9,298.8,"Rain, Partially cloudy"
,5/19/2020,,,,39.152149,-81.065351,,,US-WV,,,26362,26362,66.7,51.4,59.5,83.77,1.09,13.2,1013.9,7.5,119.4,"Rain, Partially cloudy"
,7/16/2020,,,,45.811247,-100.749546,,,US-SD,,,57642,57642,86.3,59.3,74,58.12,0,10.3,1011.9,9.9,519.3,Clear
,6/17/2020,,,,41.508774,-87.590314,,,US-IL,,,60411,60411,83.3,58.5,72.5,59.06,0,13.3,1020.2,9.9,448.3,Partially cloudy
,4/26/2020,,,,37.028835,-119.316654,,,US-CA,,,93602,93602,84.9,59.5,71.6,43.94,0,13.1,1014.7,9.9,513,Partially cloudy
,7/19/2020,,,,40.489881,-94.011474,,,US-MO,,,64442,64442,84.5,72.9,80,69.44,0.68,16.3,1013.3,9.8,260.7,Rain
,7/19/2020,,,,42.64862,-93.504898,,,US-IA,,,50071,50071,84.2,66.9,76.7,71.29,0,13.8,,9.9,438.8,Clear
,3/18/2020,,,,37.900841,-85.191982,,,US-KY,,,40012,40012,64,38.9,52.5,87.6,0.49,15.3,1021.1,7.9,59.2,"Rain, Partially cloudy"
,5/30/2020,,,,38.027918,-87.057458,,,US-IN,,,47611,47611,74.7,58.4,67.1,62.64,0,10.1,1020.4,9.9,418.8,Clear
,5/27/2020,,,,38.293076,-75.899296,,,US-MD,,,21814,21814,79.6,60.6,69.1,83.28,0.05,11.8,1022.1,6.2,382.7,"Rain, Partially cloudy"
,3/29/2020,,,,40.149186,-82.884872,,,US-OH,,,43082,43082,66.8,56.9,63.6,61.83,0.61,30.2,1007.3,9.6,311.6,"Rain, Partially cloudy"
,5/17/2020,,,,31.011897,-99.159484,,,US-TX,,,76887,76887,86.1,58,72.3,64.34,0,7.4,1012.1,9.9,503.4,Clear
,5/8/2020,,,,38.840091,-78.431748,,,US-VA,,,22652,22652,58.4,39.4,51.3,62.72,0.17,16.3,,9.9,119.3,"Rain, Partially cloudy"
,4/13/2020,,,,34.173052,-110.367333,,,US-AZ,,,85911,85911,48.8,37.5,42.8,82.55,0,15.2,,8.9,96.6,Partially cloudy
,6/11/2020,,,,32.336579,-86.271324,,,US-AL,,,36111,36111,85.5,66.1,76.4,65.84,0,10.3,1019.5,9.9,408.2,Partially cloudy
,5/30/2020,,,,33.635113,-111.532284,,,US-AZ,,,85264,85264,108,83.2,96.4,18.76,0,16.5,1006.2,9.9,461.5,Clear
,4/1/2020,,,,34.914162,-79.397482,,,US-NC,,,28396,28396,58.8,44.5,51.1,70.12,0.04,15.5,1009.8,9.8,260.6,"Rain, Partially cloudy"
,6/15/2020,,,,37.185512,-78.216385,,,US-VA,,,23922,23922,62,58.9,60.2,90.48,0.76,8.4,,9.4,70.9,"Rain, Partially cloudy"
,3/28/2020,,,,37.393471,-119.741037,,,US-CA,,,93601,93601,60.7,41.3,50.9,71.52,0,6.9,1022.1,9.2,43.4,Partially cloudy
,3/25/2020,,,,32.362527,-94.006751,,,US-LA,,,71007,71007,82.8,55.7,66.5,79.11,0,6.8,1012.1,8.1,343.8,Partially cloudy
,4/3/2020,,,,32.414148,-84.954244,,,US-GA,,,31903,31903,79.7,43.9,60.7,60.36,0,5.3,1016,9,479,Clear
,3/22/2020,,,,35.683966,-77.626467,,,US-NC,,,27829,27829,56.2,46.7,50.7,70.22,0.07,13.2,1030.1,9.8,194.7,"Rain, Overcast"
,5/30/2020,,,,42.277817,-74.21039,,,US-NY,,,12439,12439,76.4,59.5,68,64.04,0.09,16.6,1011,9.7,438.4,"Rain, Partially cloudy"
,6/20/2020,,,,29.020933,-96.48981,,,US-TX,,,77962,77962,92.4,76.4,83.7,71.32,0.15,16.1,1015,9.7,383.2,"Rain, Partially cloudy"
,7/19/2020,,,,44.01129,-76.073698,,,US-NY,,,13634,13634,89,71.9,80.2,66.31,0,19.7,1008.6,10.7,265.8,Clear
,6/13/2020,,,,37.597491,-76.88906,,,US-VA,,,23181,23181,80.7,64.6,72.1,59.28,0,8.7,1021.3,9.9,415.8,Clear
,4/13/2020,,,,41.817813,-78.422813,,,US-PA,,,16730,16730,57.7,35.8,50.1,81.49,0.89,22.8,1001.3,7.6,67.8,"Rain, Overcast"
,7/5/2020,,,,39.7543,-80.782572,,,US-WV,,,26055,26055,91.8,63.3,78.7,60.95,0,5.6,1015.1,8.5,528.3,Clear
,3/20/2020,,,,41.375325,-73.926217,,,US-NY,,,10524,10524,70.2,44.2,54.1,82.05,0.11,14.3,1013.3,7.9,144.8,"Rain, Partially cloudy"
,3/31/2020,,,,37.43031,-86.677192,,,US-KY,,,42349,42349,55.1,46.1,49.9,64.66,0.39,9.5,1014,9.6,157.9,"Rain, Partially cloudy"
,6/14/2020,,,,41.236936,-79.278339,,,US-PA,,,16258,16258,69.2,43.5,56.8,55.97,0,12,1027,9.9,501,Partially cloudy
,6/6/2020,,,,41.76467,-88.145428,,,US-IL,,,60540,60540,78.7,60,71.1,60.16,0,14.1,1016.8,9.7,411.7,Clear
,6/22/2020,,,,38.577047,-90.667758,,,US-MO,,,63038,63038,83.7,68.5,75.8,77.31,0.92,10.3,1008.9,9.5,249.6,"Rain, Partially cloudy"
,4/25/2020,,,,34.514877,-88.375117,,,US-MS,,,38859,38859,68.3,56.9,63.2,70.93,0.2,19.6,1010.2,9.3,163,"Rain, Partially cloudy"
,7/5/2020,,,,45.623412,-97.399926,,,US-SD,,,57232,57232,86.1,67.7,77.3,65.46,0.1,17.4,1011.4,9.7,363.9,Rain
,5/25/2020,,,,40.59445,-102.600328,,,US-CO,,,80731,80731,68.8,47.5,56.1,62.65,0.05,15.5,1016.6,9.9,325.4,"Rain, Partially cloudy"
,6/22/2020,,,,41.400719,-96.800326,,,US-NE,,,68648,68648,81,65.5,71.7,80.44,0.47,29.7,1011.9,9.5,402.9,"Rain, Partially cloudy"
,5/24/2020,,,,43.186801,-83.89517,,,US-MI,,,48457,48457,86.5,63.2,73.8,65.97,0.16,15.1,1013.4,9.8,444.1,"Rain, Partially cloudy"
